main_category,title,average_rating,rating_number,features,description,price,store,categories,details,parent_asin
All Beauty,"Professional Electric Nail Drill, Lampelc Nail Drill Machine 20,000RPM Low Noise for Finger Toe Nail Manicure Kit, Nail File Drill Machine Pro for Gel Acrylic Nails Art Polisher Grinder (Grey)",4.2,254,[],[],,Lampelc,[],"{'Brand': 'Lampelc', 'Material': 'Aluminum', 'Voltage': '240 Volts', 'Power Source': 'Corded Electric', 'Package Dimensions': '8.39 x 5.43 x 2.52 inches; 1.04 Pounds', 'Batteries': '1 Product Specific batteries required. (included)', 'UPC': '631089323225'}",B086MHQP3Y
Premium Beauty,Kneipp Body Lotion (Lavender),4.0,57,[],[],,,[],"{'Brand': 'Kneipp', 'Scent': 'Lavender', 'Item Form': 'Lotion', 'Active Ingredients': 'lavender,vitamin a', 'Unit Count': '1.00 Count', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '5.2 x 2.72 x 13.7 inches; 7.05 Ounces'}",B01MSF13T1
All Beauty,Glass Nail File - JORLAI 2PC Nano Nail Shiner Nail Files Polisher Glass Nail Buffers Professional Crystal Manicure Tools Kit for Natural Nails,4.5,62,[],[],,JORLAI,[],"{'Package Dimensions': '4.2 x 2.5 x 0.4 inches; 1.59 Ounces', 'UPC': '712322500167'}",B088TGQFNM
All Beauty,Magnesium Salt Bath Flakes | 8 lb Bulk Size | Body and Foot Soak | By Horbaach,4.6,211,[],[],,Horbäach,[],"{'Brand': 'Horbäach', 'Product Benefits': 'Relaxing', 'Unit Count': '128.0 Ounce', 'Item Weight': '8 Pounds', 'Variety': 'Bath Soak', 'Product Dimensions': '10 x 3 x 15 inches; 8 Pounds', 'UPC': '840050601426', 'Manufacturer': 'Horbaach'}",B081D8D5YV
All Beauty,Ruairie Fake Eyelashes with Clear Bands Fluffy False Eyelashes Natural Look Wispy Volume 3d Faux Mink Cat Eye Lashes Pack 5 Pairs,3.6,35,[],[],,Ruairie,[],"{'Color': 'Black', 'Brand': 'Ruairie', 'Material': 'Faux Mink', 'Material Feature': 'Cruelty Free', 'Item Form': 'Pair', 'Package Dimensions': '4.17 x 3.43 x 0.67 inches; 1.45 Ounces'}",B09LCRR86P
All Beauty,"BRAVE Scottish Beard Oil - A Premium Beard Oil Recipe that Smoothes, Nourishes and Thickens Beard with a Light Fresh Long Lasting Kiss-Worthy Scent.100% Natural Oils, Vegan &Cruelty Free - Made in UK!",4.1,308,[],[],,Skin Radiance,[],"{'Liquid Volume': '60 Milliliters', 'Item Form': 'Oil', 'Brand': 'Skin Radiance', 'Number of Items': '1', 'Unit Count': '2.00 Fl Oz', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '4.88 x 1.65 x 1.65 inches; 3.53 Ounces', 'UPC': '634304105002'}",B00RY3ZCHM
All Beauty,LAGEE Premium Flat Ellipse Eyelash Extensions Matte Black 0.15mm D curl 8-15mm Mixed Faux Mink Lash Individual Classic Split Tip Professional Lashes Beauty Salon Supplies,4.3,5,[],[],,LAGEE,[],"{'Brand': 'LAGEE', 'Material': 'Faux Mink', 'Item Dimensions LxWxH': '4.72 x 2.36 x 0.79 inches', 'Item Form': 'Individual', 'Unit Count': '1.00 Count', 'Product Dimensions': '4.72 x 2.36 x 0.79 inches; 1.06 Ounces'}",B082F9LMQ2
All Beauty,Ruairie Lashes Natural False Eyelashes 14 Pairs 3D Fake Eye Lashes Fluffy Volume False Lashes Wispies,4.0,48,[],[],,Ruairie,[],"{'Brand': 'Ruairie', 'Material': 'Faux Mink', 'Material Feature': 'Cruelty Free', 'Item Form': 'Pair', 'Mounting Type': 'Eyelash Glue', 'Package Dimensions': '6.88 x 5.51 x 0.66 inches; 0.95 Ounces'}",B08GNXFNRG
All Beauty,Shamanuti - All Natural Chamomile + Cucumber Eye Gel (1 fl oz / 30 ml),4.5,3,[],[],,Shamanuti,[],"{'Package Dimensions': '7 x 2 x 2 inches; 2 Pounds', 'UPC': '632709443316'}",B01BMUMT7S
All Beauty,Exfoliating Dead Sea Salt Body Scrub - Arabica Coffee Organic Natural Scrubing Moisturizing Foot Leg Soft Scrubs For Women Men Cellulite Exfoliator Anti-Acne Wrinkles Vitamin E Hyaluronic Acid Coconut Oil 10 oz,4.1,1373,[],[],,MOSTORY,[],"{'Brand': 'MOSTORY', 'Skin Type': 'Acne Prone', 'Product Benefits': 'Exfoliating', 'Material Feature': 'Natural', 'Number of Items': '1', 'Package Dimensions': '3.11 x 2.91 x 2.87 inches; 10 Ounces', 'UPC': '682228877680'}",B07T9FQK4G
All Beauty,Brazilian Straight Human Hair Bundles 10A Virgin Hair Straight Bundles 18 20 22 Inch 100% Unprocessed Remy Straight Hair Weave 3 Bundles,3.5,285,[],[],,QIYING,[],"{'Brand': 'QIYING', 'Material': 'Human Hair', 'Extension Length': '22 Inches', 'Style': 'Straight', 'Hair Type': 'Straight', 'Package Dimensions': '12.8 x 9.8 x 2.05 inches; 10.86 Ounces', 'UPC': '783979826818'}",B08KXQ78NZ
All Beauty,"Auntee B Naturals Moisturizing Organic Lip Balm (Passion Fruit) - 2 Pack, 0.5oz - All Natural, Non-Toxic, Gluten-Free",2.9,16,[],[],,Auntee B Naturals,[],"{'Brand': 'Auntee B Naturals', 'Item Form': 'Balm', 'Skin Type': 'All', 'Material Feature': 'Natural', 'Item Weight': '0.5 Ounces', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '4.8 x 1.8 x 0.3 inches; 0.5 Ounces'}",B07JQZSX3T
All Beauty,Instant Face Lift Rejuvenating Triple Stem Cell Treatment | Instant Skin Tightening and Lifting | Peptides Eliminate Wrinkles and Fine Lines | Fruitscription Formula Restores Cellular Youth for Immediate Results,2.6,12,[],[],,ATOPAL,[],"{'Brand': 'ATOPAL', 'Item Form': 'Cream', 'Number of Items': '1', 'Item Volume': '30 Milliliters', 'Age Range (Description)': 'Adult', 'Package Dimensions': '5 x 1.5 x 1.5 inches; 3.2 Ounces', 'UPC': '856388003054'}",B00X8KX7AO
All Beauty,"obmwang 10 Pieces Metal Headband for Women's Hair, Hair Hoop Spring Wavy Hair Band Non-Slip Headwear Hair Accessories for Women Girls Men (Multicolor)",3.3,23,[],[],,obmwang,[],"{'Age Range (Description)': 'Adult', 'Material': 'Plastic, Metal', 'Brand': 'Obmwang', 'Item Form': 'Wrap', 'Package Dimensions': '7.5 x 7 x 2.1 inches; 7.2 Ounces'}",B08D6PPL42
All Beauty,MAEPEOR Black Glossy Lipgloss Black Nourishing Plumping Lip Gloss Luscious-colors Non-Sticky Shine Glossy Lipgloss,3.6,9,[],[],,MAEPEOR,[],"{'Brand': 'MAEPEOR', 'Skin Type': 'Dry', 'Finish Type': 'Glossy', 'Product Benefits': 'Hydrating,Softening,Smoothening,Shine,Cold,Nourishing,Moisturizing,Gentle,Makeup', 'Specialty': 'Natural', 'Product Dimensions': '1.18 x 0.39 x 0.39 inches; 3.21 Ounces'}",B093YZRGJ1
All Beauty,Anon Make Up Remover Wipes 10ct | Individually Wrapped Natural Vitamin E and Aloe Vera | Bamboo Mini Makeup Wipes | AirBnB’s Choice for Convenient Single Use Face Wipes | Paraben and Alcohol Free,3.1,25,[],[],,Oil Slick,[],"{'Brand': 'Oil Slick', 'Material Feature': 'Natural', 'Unit Count': '10.00 Count', 'Number of Items': '1', 'Age Range (Description)': 'Adult', 'UPC': '760354449145'}",B08NJ56F9C
All Beauty,"Dr.'s Remedy Total Two-In-One Base And Top Coat Nail Polish Clear Glaze Organic Nail Polishes Quick Dry, Clear Combination Base & Top Coats, 0.5 Fl Oz",4.5,1741,"['Podiatrist formulated with Biotin, Tea-Tree Oil, Garlic Bulb Extract, Lavender Oil, Wheat Protein, Vitamin E And Vitamin C', 'For Best Results: Wear with Basic Base Coat And Calming Clear Top Coat', 'Nail Care Made with Organic And All Natural Ingredients - Nail Strengthener and Repair', 'Doctor Recommended - Non Toxic, Cruelty Free And Vegan Friendly - Made In the USA', 'Quick Dry, Brilliant Shine, Long Wear, Prevents Breakage, Hydrates Nails']","['A multi purpose clear. Benefit from the adhesion & nail barrier of a base coat and the wear protection and gloss of a topcoat. TOTAL provides good wear, easy application and protects the color from UV radiation. Can also be worn alone as a clear for a natural look. Contains biotin, tea tree oil, as well as cactus, ginseng and kale for added hydration.']",19.95,Dr.'s Remedy,[],"{'Brand': ""Dr.'s Remedy"", 'Item Form': 'Liquid', 'Color': 'Clear', 'Type': 'Base', 'Finish Type': 'Glossy', 'Special Feature': 'Long Lasting', 'Material Feature': 'Organic', 'Age Range (Description)': 'Adult', 'Number of Items': '1', 'Number of Pieces': '1', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '0.98 x 0.98 x 2.76 inches; 0.32 Ounces', 'Item model number': 'REM29', 'UPC': '040232221033', 'Manufacturer': ""Dr's Remedy""}",B00Z5VI9MK
All Beauty,"TINY BUDDHA Mindfulness Gift Set Includes Soothing Bath and Shower Gel, Relaxing Pillow Spray, Calming Essential Oil Roll-On, Lychee Flower Scented Candle and Daily Mindfulness Practice Guide",4.5,25,[],[],,Tiny Buddha,[],"{'Brand': 'Tiny Buddha', 'Special Feature': 'Scented', 'Seasons': 'All Seasons', 'Item Volume': '1 Fluid Ounces', 'Unit Count': '12.00 Fl Oz', 'Package Dimensions': '8.35 x 8.07 x 2.52 inches; 1.45 Pounds', 'Manufacturer': 'KMI Brands'}",B08P5579KC
All Beauty,"Human Hair Wigs Short Length Machine Made Natural Black Color 1B (1B, Afro Curly)",4.0,2,[],[],,Refeeny,[],"{'Material': 'Human Hair', 'Hair Type': 'Curly, Coily', 'Brand': 'Refeeny', 'Package Dimensions': '11.34 x 7.4 x 2.17 inches; 4.16 Ounces'}",B08TTWZWBY
All Beauty,"L’ange Hair SIENA Thermal Hair Brush - 33mm Round Barrel Hair Volumizer Brush with Nylon Bristles for Women, Men & Kids - Professional Non Slip Hair Styling Brush for All Hair Types - MSRP $32.00",4.2,56,[],[],,L'ANGE HAIR,[],"{'Brand': ""L'ANGE HAIR"", 'Shape': 'Round', 'Bristle Material': 'Nylon', 'Special Feature': 'Non Slip', 'Unit Count': '1.00 Count', 'Package Dimensions': '11.8 x 2 x 2 inches; 8.01 Ounces', 'UPC': '797822149436'}",B07S29RTQZ
All Beauty,Tuberéuse Vertigineuse By Molinard For Women's Eau de Parfum 2.5 fl oz 75 ml,5.0,3,[],[],99.99,Molinard,[],"{'Brand': 'Molinard', 'Item Form': 'Spray', 'Item Volume': '75 Milliliters', 'Fragrance Concentration': 'Eau_de_parfum', 'Age Range (Description)': 'Adult', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '10.83 x 3.74 x 11.61 inches; 2.47 Ounces', 'Item model number': '3305400150223'}",B06XBZ9X12
All Beauty,"Scrub Angel Organic Arabica Coffee Body Scrub 8oz. An exfoliator that leaves Skin Smooth and Soft while Reducing Cellulite, 100% Natural Treatment",3.4,13,[],[],,The Angel Co,[],"{'Brand': 'The Angel Co', 'Skin Type': 'Dry', 'Material Feature': 'Natural', 'Item Volume': '8 Fluid Ounces', 'Number of Items': '1', 'Package Dimensions': '4 x 3.7 x 3.4 inches; 8 Ounces'}",B01B6V11UY
All Beauty,LVMIX Mink Lashes Pack 3D & 4D Volume Mink False Lashes 100% Siberian Cruelty-free with EyeLash Tweezer,4.2,32,[],[],,Yiwamica,[],"{'Brand': 'Yiwamica', 'Material': 'Mink Fur', 'Material Feature': 'Cruelty Free', 'Item Form': 'Individual', 'Mounting Type': 'Eyelash Glue', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '4.2 x 1.6 x 0.7 inches; 3.21 Ounces', 'UPC': '682559263237'}",B07NV6FT7K
All Beauty,HANA Organic Skincare - Organic/Vegan Lavender Grains Facial Cleanser + Exfoliator,4.5,3,[],[],,HANA Organic Skincare,[],"{'Brand': 'HANA Organic Skincare', 'Item Form': 'Grain', 'Skin Type': 'Acne Prone', 'Product Benefits': 'Cleansing', 'Material Feature': 'Certified Organic, Vegan', 'Package Dimensions': '5 x 3 x 3 inches; 9.6 Ounces', 'UPC': '632709431672'}",B00X4M9YTO
All Beauty,14 Inch New Faux Locs Crochet Hair 4 Packs Goddess Soft Locs Pre-Looped Crochet Braids 100% Premium Fiber Synthetic Hair Extensions African Roots,3.8,16,[],[],,Amzxfxlv,[],"{'Brand': 'Amzxfxlv', 'Material': 'Synthetic', 'Extension Length': '14 Inches', 'Hair Type': 'Wavy, Short', 'Material Feature': 'Natural', 'Package Dimensions': '9.2 x 6.3 x 2.7 inches; 9.59 Ounces', 'UPC': '710877489814'}",B08CZKTNQ8
All Beauty,"100% Human Hair Dreadlock Extensions Blonde Handmade Crochet Loc Extensions Medium Size Width 0.6 cm (12 inch 10 strands, 613)",2.2,4,[],[],,Halythaway,[],"{'Brand': 'Halythaway', 'Material': 'Human Hair', 'Extension Length': '12 Inches', 'Hair Type': 'Straight', 'Installation Type': 'Clip', 'Package Dimensions': '10.79 x 2.36 x 2.32 inches; 2.4 Ounces', 'UPC': '784137831040'}",B08V1HK2KS
All Beauty,Anti Aging Moisturizer - The Best Moisturizer for Anti Wrinkle & Skin Tightening Night Cream. Tempt by Cazbe Skin Care Products Rejuvenate your youthful glow,3.2,19,[],[],,ATOPAL,[],{'Package Dimensions': '5.7 x 3 x 0.3 inches; 0.8 Ounces'},B01699WMHO
All Beauty,"WIS Intensive Hydrating Facial Mask Smoothing Face Sheet Mask 24 Pack, Essence Full Face Facial Mask Sheet - Sensitive Soothing, Anti-Acne, Nourishing Cleansing Facial Mask Set for Women, Men",4.3,79,"['Instant Brightening, Moisturizing Face Mask - Infused with Hyaluronic Acid, Vitamin C, Aloe Vera, and Plant Extracts, this facial mask leaves skin smoother, softer and healthier', 'Moisturizing and non-tightening: During cleaning, the mask contains hyaluronic acid, which can replenish and moisturize the skin and keep the skin moisturized. After cleaning, the skin will not appear dry and tight.', ""Smooth your skin: Remove old skin, unblock pores, shrink pores, improve blackheads and acne, delicate and smooth your skin, restore skin's luster."", 'Cruelty-Free, Hypoallergenic, And Noncomedogenic with safe ingredients, this luxurious infused sheet mask will deeply soothe & maintain hydration for a long period of time with its nourishing and reviving serum.', 'Skincare formulated without parabens, sulfates and phthalates. From acne to dryness, this sheet mask is perfect for every skin concern.']",[],28.99,+WIS+,[],"{'Brand': '+WIS+', 'Item Form': 'Sheet', 'Product Benefits': 'Moisturizing', 'Scent': 'Coconut', 'Skin Type': 'Oily,Dry', 'Package Dimensions': '6.02 x 5.94 x 2.05 inches; 12.8 Ounces'}",B07W7PNSV2
All Beauty,"Jaciya 3 Pack Retro Flower Butterfly Style Hair Clips Hair Barrette Hair Pin Barrettes Spring Clip for Women, 3 Colors",3.7,15,[],[],,,[],"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '4.41 x 3.5 x 1.22 inches; 2.86 Ounces'}",B0798C8T9D
All Beauty,Boar Bristle Hair Brush - Hair Brushes For Women And Men - Hairbrush For Thick Hair Thin Hair Adds Shine And Improves Hair Texture (boar bristle hair brush),4.5,11,[],[],,ZHOUMEIXI,[],"{'Brand': 'ZHOUMEIXI', 'Shape': 'Oval', 'Handle Material': 'Wood', 'Unit Count': '1.00 Count', 'Hair Type': 'Curly,Thick', 'Package Dimensions': '10.24 x 4.33 x 2.36 inches; 11.39 Ounces', 'UPC': '730147147855'}",B08THQX1P8
All Beauty,YISIBIA Nipple Covers For Women Disposable Self-Adhesive Satin Nipple Stickers Petals Breast Pasties 40 Pairs (light beige),3.5,26,"['🌸【MEDICAL GRADE MATERIALS】:Made from Breathable satin & medical grade adhesive.Stickiness of these nipple pasties passed the test, it serve its purpose with no harm and irritation to skin.It is gentle, pain-free, and won’t leave any imprints or red marks on your skin.Extremely safe to use.', ""🌸【Portable and Disposable Designed】 – These are disposable Petals Pasties that are 'use & throw'. Made for one time use, very convenient and clean.it comes with a storage bag that makes it easy to fit in a handbag. Carry these breast petals in your purse anytime and anywhere for a quick fashion fix."", '🌸【FREEDOM FROM BRAS】: Go braless with confidence once you have our disposable breast pasties. Great for a big party night or a formal occasion when you do not want your nipples to stick out of your clingy dress. Do not wear for more than 6 hours at a time. Moisten the pads before peeling off to prevent injury.']",[],,YSB YISIBIA,[],"{'Color': 'Light Beige', 'Brand': 'YSB YISIBIA', 'Material': 'Satin', 'Fit Type': 'Skinny', 'Pattern': 'Solid', 'Package Dimensions': '7.87 x 4.29 x 0.55 inches; 1.76 Ounces', 'Department': 'womens', 'Manufacturer': 'YSB YISIBIA'}",B08JJC9594
All Beauty,"75 Pcs Hair Scrunchies Velvet Elastic Hair Bands Scrunchie Soft Hair Ties Ropes Scrunchy Ponytail Holder Hair Accessories,Great Gift for halloween Thanksgiving day and Christmas",4.4,311,[],[],,Cehomi,[],"{'Material': 'Silk', 'Item Form': 'Scrunchie', 'Brand': 'Cehomi', 'Item Dimensions LxWxH': '7.94 x 6.74 x 2.74 inches', 'Hair Type': 'Thick, Thin', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '7.94 x 6.74 x 2.74 inches; 4.16 Ounces', 'UPC': '742186023960'}",B07X1VSC9V
All Beauty,LASHVIEW False eyelash+lash glue (VC),4.1,10,[],[],,LASHVIEW,[],"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '6.4 x 4.5 x 0.6 inches; 0.81 Ounces'}",B073RF3FZN
All Beauty,12 Colors Neutrals Forever Eyeshadow Palette. 100% Authentic by The Princess Stories39,5.0,1,[],[],,Newcos,[],"{'Brand': 'Newcos', 'Item Form': 'Powder', 'Number of Items': '1', 'Unit Count': '1.0 Count', 'Country/Region Of Origin': 'United States', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '8.2 x 5.4 x 1.1 inches; 0.64 Ounces'}",B01C1NX0ZK
Premium Beauty,Red Carpet Manicure Starter Kits,4.0,88,[],[],49.99,,[],"{'Color': 'RCM Essentials Starter Kit', 'Material': 'Acrylic', 'Brand': 'RC Red Carpet Manicure', 'Finish Type': 'Glossy', 'Item Form': 'Gel', 'Is Discontinued By Manufacturer': 'No', 'UPC': '817248203854', 'Manufacturer': 'RC Red Carpet Manicure/ Zupishi'}",B0BC273JJR
All Beauty,Newcally 20MM False Eyelashes 5D Premium Faux Mink Dramatic False Lashes 4 Pairs,4.3,239,[],[],,Newcally,[],"{'Brand': 'Newcally', 'Material': 'Faux Mink', 'Material Feature': 'Natural', 'Item Form': 'Pair', 'Mounting Type': 'Eyelash Glue', 'Package Dimensions': '5.59 x 4.33 x 0.63 inches; 3.21 Ounces', 'UPC': '797805591986'}",B07YFZTLN6
All Beauty,"12 Colors Professional Powder Makeup Palette with Mirror, Shimmer Matte Eyeshadow ,Everyday Natural Look , By Beauty Bon",3.6,28,[],[],,Beauty Bon,[],"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '6.2 x 4.6 x 0.7 inches; 7.04 Ounces', 'Item model number': '12 Colors makeup Palette', 'UPC': '018227299824'}",B01EARGYHQ
All Beauty,Banana Comb Hair Clips - Set of 4 Locking Clasp Hairclips,3.5,11,[],[],,The Paragon,[],"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '5.4 x 2.6 x 0.9 inches; 0.81 Ounces'}",B0793XZGG4
All Beauty,"Beauty Concepts Four Piece Lip Balm Collection with Shea Butter, Moisturizing Lip Balm Gift Set (Rose, Lavender, Honey & Mint - Green Box)",4.1,43,[],[],,B.C BEAUTY CONCEPTS,[],"{'Brand': 'B.C BEAUTY CONCEPTS', 'Item Form': 'Balm', 'Skin Type': 'Sensitive', 'Product Benefits': 'Moisturizing', 'Flavor': 'Honey,Mint,Lavender,Rose', 'Package Dimensions': '4.33 x 4.33 x 1.1 inches; 0.63 Ounces', 'UPC': '192598407221'}",B08886VP7Q
All Beauty,AISI QUEENS Long Wavy Wigs for Women Dirty Blonde Wig Highlights Synthetic Middle Part Wig Natural Looking Heat Resistant Fiber Hair for Girls Daily Party Use 20 Inch,3.8,44,[],[],,AISI QUEENS,[],"{'Material': 'Synthetic', 'Hair Type': 'Wavy', 'Special Feature': 'Heat Resistant', 'Brand': 'AISI QUEENS', 'Cartoon Character': 'Halloween', 'Package Dimensions': '11.73 x 9.25 x 2.56 inches; 10.3 Ounces'}",B09V7L11SF
All Beauty,"AZURE Rose & Witch Hazel Purifying Facial Cleanser - Toning & Moisturizing | Removes Dirt, Makeup Pollutants & Oils | Reduces Acne | Made in Korea - 150mL / 5 fl.oz.",4.1,45,[],[],,Azure Cosmetics,[],"{'Skin Type': 'Acne Prone,Oily', 'Brand': 'Azure Cosmetics', 'Scent': 'Rose', 'Material Type Free': 'Cruelty Free,Paraben', 'Number of Items': '1', 'Product Dimensions': '2 x 2 x 7 inches; 5.82 Ounces', 'UPC': '689513278207'}",B081FHL5BR
